id,bnf_code
5328611000001101,
9062411000001100,
11071911000001100,
13930911000001107,
14330211000001108,
14338111000001100,
14356611000001106,
14367211000001102,
14373411000001101,
14386211000001101,
14477211000001102,
15466311000001107,
16244311000001108,
16278811000001108,
17438111000001104,
17441711000001109,
17485511000001109,
18061611000001109,
18605711000001105,
18892611000001100,
19692811000001105,
19737811000001108,
19858511000001105,
19999311000001105,
20996811000001105,
21430211000001108,
23573011000001108,
26246511000001107,
28090811000001102,
31741611000001108,
32459511000001102,
32892011000001100,
32981311000001103,
33178811000001103,
33189811000001101,
33198311000001103,
34193011000001106,
34739111000001106,
36798911000001101,
37437511000001107,
37447011000001100,
37527211000001101,
37549111000001103,
37665511000001108,
37669211000001108,
37684411000001105,
37721711000001100,
37748411000001101,
37769111000001105,
37962411000001100,
37971611000001101,
37985511000001109,
37993711000001101,
37994411000001105,
38037511000001108,
729611000001105,
521211000001106,
375511000001105,
933711000001109,
657511000001109,
350411000001102,
110911000001105,
479511000001102,
634611000001103,
794011000001105,
905011000001100,
270311000001100,
435211000001101,
262111000001109,
616811000001102,
478011000001100,
4311000001108,
135311000001108,
53111000001103,
596711000001102,
514111000001109,
387411000001108,
275611000001102,
90011000001102,
883211000001102,
212911000001106,
466411000001102,
925911000001105,
893411000001102,
14611000001101,
92611000001105,
97011000001101,
100811000001102,
840211000001101,
311411000001103,
433711000001107,
242511000001106,
80511000001106,
862211000001105,
616311000001106,
905411000001109,
338011000001107,
779011000001104,
247811000001107,
303211000001101,
864111000001107,
680211000001103,
558411000001102,
280211000001101,
628111000001103,
776311000001108,
585711000001106,
484711000001101,
187511000001102,
49911000001100,
497211000001102,
348511000001103,
584111000001106,
847711000001109,
903911000001102,
728811000001102,
5411000001100,
834211000001105,
255411000001102,
636411000001109,
369411000001101,
576811000001103,
144511000001104,
559711000001104,
308511000001107,
105511000001105,
324011000001100,
207711000001108,
646811000001107,
425311000001107,
916311000001105,
39811000001106,
628611000001106,
83511000001100,
490511000001103,
362211000001108,
40111000001108,
672211000001106,
184511000001105,
308611000001106,
656311000001101,
274311000001108,
94211000001104,
387011000001104,
419111000001103,
734411000001106,
337011000001106,
68611000001105,
563611000001103,
669111000001102,
403311000001101,
839311000001101,
104911000001102,
879611000001109,
533811000001109,
215911000001103,
316311000001102,
655111000001109,
661711000001100,
878311000001105,
677711000001102,
79711000001101,
784111000001107,
438011000001103,
740611000001101,
478111000001104,
751011000001101,
586111000001104,
135411000001101,
244811000001103,
676211000001107,
298411000001100,
727511000001104,
624311000001106,
33411000001107,
441411000001101,
64111000001108,
113111000001100,
381211000001104,
452011000001100,
595511000001100,
918511000001103,
356711000001106,
222611000001107,
932011000001103,
150411000001107,
526011000001108,
522311000001107,
729111000001102,
203611000001107,
829211000001106,
252011000001101,
856311000001109,
853411000001107,
346611000001100,
265711000001101,
663611000001108,
620911000001102,
2861111000001105,
2861311000001107,
2861711000001106,
2861911000001108,
2863111000001106,
2863811000001104,
2864311000001105,
2865711000001108,
2866111000001101,
2866311000001104,
2866711000001100,
2866911000001103,
2867311000001101,
2867511000001107,
2900911000001106,
2902411000001102,
2903611000001109,
2904211000001105,
2904611000001107,
2904911000001101,
2905511000001109,
2905711000001104,
2905911000001102,
2906011000001105,
2906211000001100,
2906411000001101,
2906811000001104,
2907111000001109,
2907311000001106,
2907511000001100,
2907811000001102,
3032411000001105,
3033411000001101,
3033911000001109,
3034211000001102,
3034411000001103,
3034611000001100,
3034911000001106,
3035211000001101,
3035411000001102,
3044511000001100,
3045011000001107,
3046011000001103,
3051611000001101,
3109111000001107,
3110311000001102,
3111011000001109,
3111311000001107,
3111611000001102,
3190611000001108,
3206011000001103,
3207611000001107,
3209011000001109,
3209111000001105,
3210711000001101,
3212011000001104,
3219111000001107,
3224611000001107,
3227811000001102,
3228611000001102,
3229511000001107,
3346811000001105,
3347311000001103,
3349311000001108,
3350611000001107,
3350911000001101,
3351411000001100,
3351911000001108,
3352511000001109,
3353811000001104,
3354111000001108,
3354711000001109,
3355711000001108,
3357111000001103,
3359911000001107,
3362411000001104,
3365411000001107,
3366011000001107,
3366711000001109,
3367011000001105,
3447411000001102,
3448111000001108,
3448611000001100,
3451911000001104,
3453111000001101,
3454911000001101,
3455211000001106,
3456411000001101,
3902411000001105,
3924411000001108,
4189611000001101,
4190211000001109,
4253611000001106,
4254211000001107,
4431211000001105,
4431511000001108,
4498811000001107,
4583211000001106,
4588011000001108,
4589011000001103,
4589711000001101,
4590311000001105,
4707511000001102,
4708911000001105,
4710211000001102,
4793411000001105,
4793611000001108,
4793811000001107,
4794011000001104,
4794211000001109,
4794411000001108,
4794611000001106,
4794811000001105,
4903911000001107,
4904211000001100,
4905511000001101,
4906011000001100,
4907111000001101,
4907711000001100,
4959611000001107,
4959711000001103,
4960211000001109,
4960611000001106,
4961511000001100,
4961811000001102,
4962011000001100,
4963811000001103,
4964911000001105,
4965611000001103,
4965711000001107,
4966111000001100,
4966411000001105,
4967411000001107,
4967811000001109,
4968211000001107,
4968711000001100,
5109111000001103,
5201911000001101,
5204711000001100,
5636111000001103,
5636911000001100,
5771711000001100,
5772511000001102,
5773311000001103,
5773911000001102,
5774811000001105,
5864111000001106,
5868711000001104,
5870711000001106,
5873011000001104,
5968311000001109,
5975511000001101,
6488411000001100,
6492111000001108,
6494511000001109,
6495211000001107,
6495511000001105,
6495911000001103,
6496211000001101,
6496611000001104,
6496911000001105,
6497211000001104,
6497511000001101,
6497911000001108,
6528511000001101,
6530511000001102,
6531311000001103,
6532711000001106,
6533411000001109,
6538311000001105,
6538611000001100,
6544811000001108,
6544911000001103,
6551711000001100,
6552111000001106,
6558411000001104,
6558511000001100,
6564111000001105,
6564311000001107,
6567811000001107,
6567911000001102,
6574711000001104,
6574811000001107,
6600411000001100,
6601511000001108,
6602911000001107,
6604211000001107,
6606011000001107,
6796211000001107,
6797011000001104,
6797711000001102,
6810911000001103,
6875711000001104,
6890311000001100,
6890811000001109,
6995611000001106,
6996911000001107,
7032811000001102,
7069011000001109,
7070011000001107,
7073611000001109,
7086411000001105,
7086711000001104,
7087511000001106,
7098611000001108,
7117811000001104,
7131211000001101,
7142211000001109,
7216311000001107,
7238011000001102,
7256411000001109,
7304311000001109,
7305411000001101,
7341511000001106,
7341811000001109,
7342011000001106,
7350311000001107,
7417911000001105,
7418311000001105,
7420411000001105,
7420811000001107,
7424311000001106,
7427011000001100,
7427511000001108,
7427911000001101,
7428311000001101,
7428711000001102,
7429211000001104,
7474411000001103,
7475211000001101,
7475611000001104,
7476411000001106,
7476811000001108,
7477411000001108,
7502911000001104,
7503311000001105,
7503911000001106,
7505511000001100,
7507211000001106,
7507611000001108,
7508011000001100,
7508411000001109,
7509211000001100,
7509611000001103,
7510011000001104,
7510911000001100,
7568911000001102,
7570411000001100,
7585111000001108,
7622911000001101,
7656311000001104,
7667811000001104,
7713311000001108,
7714111000001108,
7805911000001106,
7842511000001100,
7852411000001101,
7858611000001101,
7859111000001102,
7859311000001100,
7859511000001106,
7859811000001109,
7860011000001102,
7860211000001107,
7860311000001104,
7860511000001105,
7860711000001100,
7862211000001108,
7862611000001105,
7862811000001109,
7863011000001107,
7863511000001104,
7864011000001109,
7864511000001101,
7900411000001100,
7901011000001100,
7901211000001105,
7901411000001109,
7901611000001107,
7901811000001106,
7980211000001100,
7981811000001107,
7982011000001109,
7982211000001104,
7982611000001102,
7982811000001103,
7993611000001108,
8006011000001106,
8006211000001101,
8006611000001104,
8009011000001100,
8016811000001103,
8018211000001103,
8057611000001109,
8058011000001101,
8058411000001105,
8058811000001107,
8060411000001103,
8060811000001101,
8068311000001107,
8075211000001102,
8075311000001105,
8075611000001100,
8075911000001106,
8076011000001103,
8076311000001100,
8096811000001102,
8097111000001107,
8097611000001104,
8115411000001101,
8283711000001106,
8285411000001101,
8294211000001100,
8296811000001106,
8552411000001106,
8594711000001104,
8595011000001102,
8595511000001105,
8595811000001108,
8662511000001108,
8662711000001103,
8662811000001106,
8663011000001109,
8663511000001101,
8663811000001103,
8664511000001103,
8664811000001100,
8665511000001102,
8666211000001106,
8666511000001109,
8666711000001104,
8802511000001103,
8802711000001108,
8802911000001105,
8803111000001101,
8803311000001104,
8803711000001100,
8803911000001103,
8804711000001103,
8805411000001105,
8805611000001108,
8805811000001107,
8806211000001100,
9019111000001100,
9019511000001109,
9019911000001102,
9020311000001102,
9020711000001103,
9021211000001104,
9021611000001102,
9022011000001101,
9022511000001109,
9022911000001102,
9023711000001107,
9026211000001107,
9026311000001104,
9026511000001105,
9026711000001100,
9026911000001103,
9027111000001103,
9027311000001101,
9027511000001107,
9027711000001102,
9041811000001101,
9057011000001100,
9061611000001108,
9062011000001109,
9062811000001103,
9063211000001105,
9067111000001107,
9067611000001104,
9068611000001100,
9070611000001106,
9071411000001104,
9074211000001101,
9107311000001101,
9107811000001105,
9108111000001102,
9109311000001106,
9109611000001101,
9109911000001107,
9141711000001102,
9142111000001108,
9149211000001105,
9159011000001102,
9161611000001103,
9161811000001104,
9162111000001101,
9162411000001106,
9162711000001100,
9163011000001106,
9168011000001104,
9173511000001105,
9174311000001102,
9174511000001108,
9174611000001107,
9174911000001101,
9175011000001101,
9175211000001106,
9175311000001103,
9175411000001105,
9175711000001104,
9175811000001107,
9210911000001101,
9211311000001107,
9211711000001106,
9212111000001100,
9212511000001109,
9212911000001102,
9213311000001108,
9213711000001107,
9214111000001108,
9214511000001104,
9214911000001106,
9216911000001103,
9217311000001101,
9218111000001102,
9218511000001106,
9218911000001104,
9219311000001106,
9219711000001105,
9220111000001105,
9220511000001101,
9220911000001108,
9221311000001102,
9271511000001109,
9330411000001107,
9330711000001101,
9331011000001107,
9331311000001105,
9464811000001101,
9465011000001106,
9476711000001106,
9477911000001106,
9478111000001109,
9478311000001106,
9478511000001100,
9485311000001107,
9497011000001101,
9497511000001109,
9498211000001105,
9498711000001103,
9499311000001108,
9500011000001109,
9574411000001100,
9589211000001107,
9690211000001109,
9690611000001106,
9691011000001108,
9691411000001104,
9691811000001102,
9692211000001105,
9692611000001107,
9693011000001109,
9693411000001100,
9693811000001103,
9694211000001101,
9694711000001108,
9695211000001100,
9696011000001101,
9696411000001105,
9698711000001100,
9699411000001103,
9700211000001103,
9700811000001102,
9701311000001101,
9704011000001101,
9704411000001105,
9704811000001107,
9705211000001107,
9705611000001109,
9706011000001106,
9706511000001103,
9706911000001105,
9707311000001107,
9707711000001106,
9708111000001106,
9709711000001103,
9710611000001104,
9711211000001107,
9711611000001109,
9712011000001105,
9712411000001101,
9712811000001104,
9713211000001106,
9713611000001108,
9760211000001102,
9814611000001108,
9814811000001107,
9815311000001104,
9815511000001105,
9815911000001103,
9816411000001102,
9817011000001109,
9817311000001107,
9817911000001108,
9818211000001100,
9818511000001102,
9818811000001104,
9852211000001106,
9854511000001104,
9854811000001101,
9864611000001109,
9875311000001107,
9875811000001103,
9877411000001106,
9877711000001100,
9878111000001100,
9878411000001105,
9888411000001104,
9888711000001105,
10070311000001104,
10076711000001102,
10135211000001106,
10135611000001108,
10136011000001105,
10145411000001109,
10159611000001107,
10160611000001106,
10160911000001100,
10161511000001100,
10166411000001105,
10171311000001103,
10171711000001104,
10172011000001109,
10172211000001104,
10172711000001106,
10173111000001104,
10173511000001108,
10173911000001101,
10174311000001100,
10174711000001101,
10175111000001103,
10175511000001107,
10175911000001100,
10176311000001106,
10176711000001105,
10177111000001107,
10177511000001103,
10177911000001105,
10178311000001105,
10178711000001109,
10179111000001101,
10179511000001105,
10179711000001100,
10180111000001101,
10180511000001105,
10180711000001100,
10181111000001107,
10181511000001103,
10181911000001105,
10182411000001107,
10182811000001109,
10183211000001102,
10183611000001100,
10184011000001109,
10184411000001100,
10184611000001102,
10189911000001109,
10191111000001106,
10191311000001108,
10204911000001107,
10221911000001104,
10244911000001103,
10248111000001107,
10248311000001109,
10248511000001103,
10248711000001108,
